,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comprehensive_care,comprehensive_support
696,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,No_No,No_No
697,3,1,No,No,No,Never,More than 1000,Yes,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,No_Yes,No_No
698,1,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,No,Don't know_No,No_Don't know
699,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,No,No_No,No_Don't know
700,1,0,No,No,No,Never,100-1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,Yes_No,No_Don't know
701,2,0,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes,No_Yes,Yes_Yes
702,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No,Yes_Yes,Don't know_Don't know
703,0,0,No,No,Yes,Often,26-100,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_No
704,3,0,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,Yes_Not sure,No_Yes
705,2,0,No,No,Yes,Rarely,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,Yes,Don't know_No,No_No
706,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,Don't know_Not sure,No_No
707,2,0,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,Don't know_Not sure,Don't know_Don't know
708,3,1,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,Don't know_Not sure,No_Don't know
709,1,0,No,No,Yes,Often,26-100,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_Yes,No_No
710,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,No_No,No_No
711,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
712,1,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_Don't know
713,1,0,No,No,No,Never,6-25,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,Yes_Yes,No_Yes
714,2,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No,Yes_Yes,Don't know_Don't know
716,0,0,No,No,No,Never,100-1000,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No,Yes_Yes,Don't know_Yes
717,3,0,Yes,No,No,Never,6-25,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_Yes,Yes_No
718,1,0,No,Yes,No,Never,6-25,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
719,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,Yes_Not sure,No_Don't know
720,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,No_No
721,1,0,No,Yes,Yes,Sometimes,More than 1000,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,Don't know_No,No_No
722,1,0,No,No,No,Never,1-5,Yes,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No,No_Yes,No_No
723,0,0,No,Yes,Yes,Never,6-25,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No,Don't know_No,Yes_Don't know
724,2,0,No,Yes,Yes,Sometimes,1-5,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No_Yes,No_No
725,1,0,No,No,No,Never,100-1000,Yes,Yes,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,No_No,No_No
726,0,0,No,No,No,Rarely,6-25,Yes,Yes,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,Don't know_No,No_No
727,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Very difficult,Yes,Yes,No,No,No,No,No,No,Don't know_No,No_No
728,1,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No,Don't know_Not sure,Don't know_Don't know
729,3,0,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,No_No,No_No
730,3,0,No,No,Yes,Often,6-25,No,Yes,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Yes,No,No,No_No,No_No
731,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No,No_No,Yes_No
732,1,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,Don't know_Not sure,No_No
733,1,0,No,No,No,Never,26-100,No,No,Yes,Don't know,No,No,Yes,Yes,No,No,Don't know,No,Yes_Yes,Yes_Yes
735,2,0,Yes,No,No,Never,100-1000,No,No,Don't know,Very easy,No,No,Yes,Some of them,No,Yes,No,No,No_Not sure,No_No
736,3,0,No,No,No,Never,More than 1000,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Yes_Yes,Don't know_Yes
737,2,0,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_Not sure,No_No
738,0,0,No,No,No,Never,6-25,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes,Yes,No,No_No,No_Yes
739,2,0,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
740,3,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,No_Yes,No_No
741,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No,No_Yes,No_No
742,3,0,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Very easy,No,No,No,Some of them,No,Yes,Yes,No,No_No,No_No
743,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,Yes_Yes,No_Don't know
744,2,0,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Yes_Yes,No_No
745,1,0,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,No,Don't know_Not sure,Don't know_Don't know
746,1,0,No,No,No,Never,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Not sure,No_Don't know
747,2,0,No,No,No,Never,6-25,No,Yes,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No,No_No,No_No
748,2,0,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
749,0,0,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,No,Don't know_Not sure,No_No
750,2,0,No,Yes,No,Never,26-100,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,No_No
751,3,0,No,No,No,Never,More than 1000,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,Don't know_Not sure,Yes_Yes
752,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
753,3,0,Yes,No,No,Never,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_No,No_No
754,2,0,No,No,No,Never,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
755,1,1,No,Yes,Yes,Sometimes,26-100,Yes,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_Don't know
756,3,1,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Yes_Not sure,No_Don't know
757,0,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,Yes_No,Yes_Don't know
758,2,0,No,No,No,Rarely,26-100,No,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No,No_No,No_No
759,0,0,No,No,Yes,Often,More than 1000,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,Yes,No_Yes,No_No
760,1,0,Yes,Yes,No,Sometimes,1-5,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,No_Yes,No_No
761,3,1,No,Yes,Yes,Rarely,26-100,No,No,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
762,3,0,No,Yes,Yes,Sometimes,1-5,No,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No_No,No_No
763,3,0,No,Yes,Yes,Sometimes,1-5,No,Yes,No,Very difficult,Yes,Yes,No,No,No,No,No,No,No_No,No_No
764,0,1,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No,Don't know_Not sure,Yes_Don't know
765,3,0,Yes,No,No,Never,6-25,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_No,Yes_No
766,2,1,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No,Yes_Yes,Yes_Yes
767,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes,Don't know,No,Don't know_Not sure,No_Don't know
768,2,1,No,No,Yes,Never,6-25,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,Yes_No,No_No
769,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,Don't know_Not sure,No_No
770,3,0,No,No,Yes,Sometimes,100-1000,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_No,No_No
771,2,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,No_Yes,No_No
772,2,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
773,1,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes,No,No,Don't know_Not sure,No_Don't know
774,3,0,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,No_No,No_No
775,3,0,No,No,Yes,Sometimes,100-1000,No,No,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
776,3,0,No,No,No,Sometimes,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,No,Don't know_No,No_Don't know
777,2,2,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,Yes,Don't know_No,Yes_Yes
778,0,1,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_Yes
779,1,1,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_No
780,3,0,No,No,Yes,Never,26-100,No,Yes,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No,Don't know_No,No_Don't know
781,2,0,No,No,Yes,Sometimes,6-25,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No,No_Yes,No_No
782,2,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
783,2,0,Yes,No,No,Never,1-5,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Don't know_No,No_No
784,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,No_No
785,0,0,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,Yes,Yes_Yes,Yes_Yes
786,2,0,Yes,Yes,No,Never,1-5,No,Yes,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No,No_Yes,No_No
787,0,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Yes,Don't know_Don't know
788,3,0,No,No,No,Never,100-1000,Yes,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,Don't know_No,Don't know_Don't know
789,3,0,No,No,Yes,Never,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
790,1,0,No,No,No,Rarely,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,Yes,Don't know_Not sure,No_No
791,2,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Don't know_Don't know
792,3,1,No,No,Yes,Often,6-25,Yes,Yes,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes,Don't know_Not sure,No_No
793,2,1,No,No,Yes,Sometimes,100-1000,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes,Yes_No,No_No
794,0,1,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,Don't know_Not sure,Don't know_Don't know
795,3,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,Yes,Yes_Yes,No_No
796,2,1,No,Yes,Yes,Often,100-1000,No,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Don't know,No,Yes_No,No_Don't know
797,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes,Don't know_No,No_No
798,0,0,No,Yes,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No,No_No,No_No
799,2,1,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,No,Don't know_No,Don't know_Don't know
800,1,0,No,No,No,Never,100-1000,No,No,Yes,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No,Yes_Yes,Yes_No
801,0,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
802,3,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Yes_No,No_No
803,1,1,No,No,No,Never,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,Yes_Yes,Yes_Yes
804,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
805,1,1,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,No_Yes,No_No
806,3,1,No,Yes,Yes,Sometimes,100-1000,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,Yes,Yes_Yes,Yes_Yes
807,2,1,No,Yes,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Yes,No,Don't know_No,No_Don't know
808,0,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,No_Don't know
809,3,0,No,Yes,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,No_Yes
810,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,No_No
811,1,0,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No,No_No,No_No
812,2,0,No,No,Yes,Often,1-5,No,No,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes,No_No,No_No
813,1,0,No,No,Yes,Never,6-25,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,No_Yes,No_No
814,2,1,Yes,No,No,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
815,3,1,No,No,No,Sometimes,26-100,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
816,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,Yes_Yes
817,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Very easy,Yes,Yes,Some of them,No,No,No,Yes,No,No_Yes,No_No
818,0,2,Yes,No,Yes,Sometimes,6-25,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,No_Not sure,Yes_Yes
819,2,0,Yes,Yes,Yes,Often,1-5,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No,No_Yes,Yes_No
820,3,1,No,Yes,Yes,Sometimes,100-1000,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,Yes_Not sure,Yes_Don't know
821,2,0,Yes,Yes,Yes,Often,1-5,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No,No_Yes,Yes_No
822,3,0,No,No,No,Never,More than 1000,Yes,Yes,No,Very difficult,Yes,Yes,No,No,No,No,Don't know,No,No_Yes,No_No
823,2,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
824,3,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Yes_No,Yes_Yes
825,3,1,No,Yes,No,Often,26-100,No,Yes,No,Very difficult,Yes,Yes,No,Some of them,No,No,No,Yes,Don't know_No,No_No
826,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
827,3,0,Yes,No,No,Sometimes,1-5,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,Don't know_Not sure,No_No
828,1,1,No,No,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,No_No
829,2,0,No,Yes,Yes,Sometimes,1-5,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,No_Yes,No_No
830,1,0,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,Yes_Yes,No_Yes
831,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Not sure,No_Don't know
832,1,0,No,No,Yes,Rarely,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,No_Yes,No_No
833,1,1,No,Yes,Yes,Rarely,100-1000,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Yes_Not sure,Don't know_No
834,2,0,No,No,Yes,Sometimes,1-5,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No,No_No,No_No
835,3,0,No,Yes,Yes,Sometimes,100-1000,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes,Don't know_No,No_No
836,0,1,No,Yes,Yes,Often,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes,Yes_Yes,No_No
837,3,1,No,No,No,Never,100-1000,Yes,Yes,Don't know,Very difficult,Yes,Yes,No,No,No,No,No,No,Don't know_No,No_Don't know
838,3,0,No,Yes,No,Never,More than 1000,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_No
839,2,0,No,No,No,Rarely,More than 1000,No,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,No,No,Yes_Yes,Yes_Yes
840,3,0,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,No_Don't know
841,2,0,Yes,No,No,Sometimes,6-25,Yes,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Don't know,Yes,No_No,No_No
842,1,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_Yes,No_No
843,2,0,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_Not sure,Yes_Don't know
844,2,0,No,Yes,No,Never,26-100,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Don't know,No,Yes_No,No_No
845,3,0,No,No,No,Sometimes,26-100,No,Yes,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,Don't know_Not sure,Don't know_Don't know
846,2,0,No,No,Yes,Sometimes,100-1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_No,Yes_Don't know
847,2,0,Yes,No,Yes,Sometimes,1-5,No,Yes,Don't know,Very easy,No,No,Yes,No,No,No,Yes,No,No_No,No_No
848,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,No_Yes,No_No
849,3,0,No,No,No,Rarely,More than 1000,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Yes,Yes_Yes
850,3,0,No,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Somewhat easy,Maybe,No,No,No,No,Maybe,Don't know,No,No_Yes,No_No
851,0,0,No,Yes,No,Never,26-100,Yes,Yes,Yes,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,Yes_Yes,No_Don't know
852,0,0,No,Yes,No,Never,6-25,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,No_No,No_No
853,0,0,No,No,No,Sometimes,6-25,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,No_No,No_No
854,1,0,No,Yes,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_No
855,0,0,No,Yes,No,Never,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Yes_Yes,Yes_Yes
856,3,0,No,No,No,Never,More than 1000,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
857,0,0,No,No,No,Never,6-25,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_Not sure,Don't know_No
858,2,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No,No_No,No_No
859,2,0,No,Yes,Yes,Rarely,6-25,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,No_No,No_No
860,2,0,No,Yes,Yes,Rarely,6-25,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,No_No,No_No
861,0,0,Yes,No,Yes,Rarely,1-5,Yes,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No_Not sure,Don't know_Don't know
862,0,0,No,No,No,Never,100-1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
863,2,0,No,Yes,Yes,Often,6-25,Yes,Yes,Don't know,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No,No_Yes,No_No
864,3,0,No,No,Yes,Rarely,More than 1000,No,No,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
865,2,0,No,No,No,Never,6-25,Yes,Yes,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes,No,Yes,No_No,No_No
866,2,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,No_No
867,3,0,No,No,No,Never,1-5,Yes,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No,No_Yes,No_No
868,2,0,Yes,No,No,Sometimes,1-5,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,No,No_Yes,No_No
869,3,0,Yes,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_Don't know
870,3,0,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes_Yes,Don't know_Yes
871,2,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes,Don't know_No,No_No
